GISJOIN,STATE,TRACTA,TOTAL,BLACK_AA_Count,BLACK_AA_Percentage
G2200510027804,Louisiana,27804,8286,3355,40.49
G2200110960300,Louisiana,960300,4448,1810,40.69
G2201190031200,Louisiana,31200,2748,1119,40.72
G2201070000100,Louisiana,100,1819,746,41.01
G2201170951000,Louisiana,951000,3302,1354,41.01
G2200510025900,Louisiana,25900,3765,1549,41.14
G2201030040803,Louisiana,40803,9772,4025,41.19
G2200510027000,Louisiana,27000,5457,2253,41.29
G2201210020401,Louisiana,20401,5101,2106,41.29
G2201090001600,Louisiana,1600,2470,1020,41.3
G2201050954001,Louisiana,954001,4366,1807,41.39
G2200710001749,Louisiana,1749,3106,1298,41.79
G2200330004604,Louisiana,4604,12364,5182,41.91
G2200710012400,Louisiana,12400,1669,700,41.94
G2201050954101,Louisiana,954101,5301,2224,41.95
G2200530000700,Louisiana,700,1941,815,41.99
G2200450031100,Louisiana,31100,4891,2057,42.06
G2200790012600,Louisiana,12600,2365,995,42.07
G2200310950300,Louisiana,950300,2750,1161,42.22
G2200990020900,Louisiana,20900,1834,779,42.48
G2200330003909,Louisiana,3909,5528,2353,42.57
G2200150010702,Louisiana,10702,4279,1830,42.77
G2200330004505,Louisiana,4505,7371,3158,42.84
G2200010960700,Louisiana,960700,4820,2078,43.11
G2201150950400,Louisiana,950400,3424,1486,43.4
G2200710013600,Louisiana,13600,938,409,43.6
G2200790013100,Louisiana,13100,2503,1092,43.63
G2200970961200,Louisiana,961200,5392,2359,43.75
G2200890063000,Louisiana,63000,1361,597,43.86
G2200910951100,Louisiana,951100,3733,1640,43.93
G2200150010601,Louisiana,10601,7969,3502,43.95
G2200550000100,Louisiana,100,3078,1353,43.96
G2200330004005,Louisiana,4005,5912,2600,43.98
G2200710003900,Louisiana,3900,1176,519,44.13
G2200790011700,Louisiana,11700,2525,1130,44.75
G2200970960700,Louisiana,960700,6130,2744,44.76
G2200330004603,Louisiana,4603,4774,2139,44.81
G2200370951400,Louisiana,951400,3508,1572,44.81
G2201270960400,Louisiana,960400,2276,1020,44.82
G2200510027805,Louisiana,27805,8803,3951,44.88
G2200710008400,Louisiana,8400,1002,451,45.01
G2200730000401,Louisiana,401,2570,1160,45.14
G2200770952000,Louisiana,952000,2608,1185,45.44
G2200950070600,Louisiana,70600,2225,1011,45.44
G2200550001003,Louisiana,1003,3974,1811,45.57
G2200330004602,Louisiana,4602,5842,2667,45.65
G2201030040900,Louisiana,40900,2635,1205,45.73
G2200070050300,Louisiana,50300,3456,1583,45.8
G2201010040700,Louisiana,40700,3480,1596,45.86
G2200130970300,Louisiana,970300,3090,1425,46.12
G2200710006300,Louisiana,6300,1572,734,46.69
G2201090000700,Louisiana,700,5995,2800,46.71
G2200270950200,Louisiana,950200,4009,1875,46.77
G2200930040200,Louisiana,40200,3363,1576,46.86
G2200170021000,Louisiana,21000,1802,845,46.89
G2200050030402,Louisiana,30402,7809,3669,46.98
G2200710013200,Louisiana,13200,2354,1111,47.2
G2200730005500,Louisiana,5500,3149,1514,48.08
G2200330003910,Louisiana,3910,2892,1394,48.2
G2200510025800,Louisiana,25800,1739,843,48.48
G2200510027803,Louisiana,27803,3154,1532,48.57
G2200510026100,Louisiana,26100,4560,2217,48.62
G2200710000607,Louisiana,607,5057,2464,48.72
G2200350000100,Louisiana,100,1909,933,48.87
G2200930040100,Louisiana,40100,3757,1841,49
G2200710013000,Louisiana,13000,1802,886,49.17
G2200850000500,Louisiana,500,3551,1748,49.23
G2201170950900,Louisiana,950900,1493,736,49.3
G2200510027703,Louisiana,27703,4289,2120,49.43
G2200710003301,Louisiana,3301,2077,1029,49.54
G2200730010102,Louisiana,10102,6620,3286,49.64
G2201270960300,Louisiana,960300,2660,1328,49.92
G2200890062400,Louisiana,62400,1221,611,50.04
G2200510025001,Louisiana,25001,8030,4023,50.1
G2200170024400,Louisiana,24400,4684,2364,50.47
G2200070050500,Louisiana,50500,3160,1597,50.54
G2200510025201,Louisiana,25201,2404,1217,50.62
G2200190000800,Louisiana,800,3328,1689,50.75
G2200970961900,Louisiana,961900,3732,1896,50.8
G2200990020600,Louisiana,20600,6325,3220,50.91
G2200710011100,Louisiana,11100,1844,939,50.92
G2200190000700,Louisiana,700,4667,2382,51.04
G2200330002500,Louisiana,2500,3193,1641,51.39
G2200430020300,Louisiana,20300,3024,1561,51.62
G2200370951502,Louisiana,951502,7536,3899,51.74
G2200710005000,Louisiana,5000,1156,602,52.08
G2201050953400,Louisiana,953400,5598,2919,52.14
G2200450030900,Louisiana,30900,3115,1636,52.52
G2200150011107,Louisiana,11107,2145,1129,52.63
G2200470953200,Louisiana,953200,8328,4384,52.64
G2200990020501,Louisiana,20501,4945,2605,52.68
G2200450031600,Louisiana,31600,3701,1951,52.72
G2200330004015,Louisiana,4015,7954,4202,52.83
G2200790012200,Louisiana,12200,3587,1895,52.83
G2200090030600,Louisiana,30600,4924,2603,52.86
G2201250951701,Louisiana,951701,3531,1871,52.99
G2200970960900,Louisiana,960900,4112,2186,53.16
G2200870030603,Louisiana,30603,1683,897,53.3
G2200130970200,Louisiana,970200,1599,858,53.66
G2200650960200,Louisiana,960200,3060,1643,53.69
G2200370951300,Louisiana,951300,2698,1451,53.78
G2200090030900,Louisiana,30900,2793,1506,53.92
G2200970961500,Louisiana,961500,4299,2330,54.2
G2200730000500,Louisiana,500,3001,1628,54.25
G2200170024107,Louisiana,24107,5415,2940,54.29
G2200450030100,Louisiana,30100,6815,3700,54.29
G2200330004503,Louisiana,4503,5237,2862,54.65
G2200610961000,Louisiana,961000,6595,3606,54.68
G2200510025104,Louisiana,25104,4416,2420,54.8
G2200710000616,Louisiana,616,4315,2372,54.97
G2200170024303,Louisiana,24303,5539,3072,55.46
G2200730000402,Louisiana,402,3144,1746,55.53
G2201010041400,Louisiana,41400,2988,1660,55.56
G2200710004500,Louisiana,4500,2628,1463,55.67
G2200810960300,Louisiana,960300,4103,2292,55.86
G2200710003702,Louisiana,3702,3573,1997,55.89
G2200330002700,Louisiana,2700,1561,875,56.05
G2201110960400,Louisiana,960400,3737,2095,56.06
G2200490970400,Louisiana,970400,3479,1951,56.08
G2200890062800,Louisiana,62800,4894,2745,56.09
G2200330003601,Louisiana,3601,3626,2050,56.54
G2200330003904,Louisiana,3904,6144,3486,56.74
G2200710003400,Louisiana,3400,1394,792,56.81
G2200710004900,Louisiana,4900,1349,774,57.38
G2200510020700,Louisiana,20700,873,502,57.5
G2201250951702,Louisiana,951702,3988,2293,57.5
G2200510025500,Louisiana,25500,2928,1685,57.55
G2200470952600,Louisiana,952600,2767,1597,57.72
G2200710000606,Louisiana,606,4559,2641,57.93
G2200050030900,Louisiana,30900,4475,2601,58.12
G2200010960900,Louisiana,960900,4974,2892,58.14
G2201050954400,Louisiana,954400,3722,2173,58.38
G2200670950500,Louisiana,950500,4219,2471,58.57
G2200690000600,Louisiana,600,8101,4761,58.77
G2200730010201,Louisiana,10201,5383,3180,59.07
G2200170023800,Louisiana,23800,5466,3230,59.09
G2200710001741,Louisiana,1741,1568,928,59.18
G2201170950300,Louisiana,950300,4218,2500,59.27
G2200070050100,Louisiana,50100,3775,2245,59.47
G2200910951200,Louisiana,951200,6776,4031,59.49
G2200190001201,Louisiana,1201,4934,2940,59.59
G2200890062700,Louisiana,62700,4932,2946,59.73
G2200710014100,Louisiana,14100,2012,1203,59.79
G2200970960600,Louisiana,960600,6178,3702,59.92
G2200950070900,Louisiana,70900,3222,1936,60.09
G2200650960500,Louisiana,960500,2500,1506,60.24
G2201210020100,Louisiana,20100,4273,2576,60.29
G2201050953600,Louisiana,953600,6759,4105,60.73
G2201210020200,Louisiana,20200,3431,2090,60.92
G2200550001002,Louisiana,1002,3626,2210,60.95
G2200790011000,Louisiana,11000,2640,1609,60.95
G2200710010000,Louisiana,10000,1522,928,60.97
G2200330005100,Louisiana,5100,3157,1931,61.17
G2200550001300,Louisiana,1300,5132,3140,61.18
G2200270950300,Louisiana,950300,2699,1652,61.21
G2200510027501,Louisiana,27501,6409,3956,61.73
G2200390950500,Louisiana,950500,3463,2140,61.8
G2200790012500,Louisiana,12500,6643,4109,61.85
G2200710001301,Louisiana,1301,1904,1191,62.55
G2201010041100,Louisiana,41100,1843,1156,62.72
G2200170021100,Louisiana,21100,2363,1486,62.89
G2200310950400,Louisiana,950400,3141,1977,62.94
G2200710002503,Louisiana,2503,2204,1392,63.16
G2201010041200,Louisiana,41200,2083,1319,63.32
G2200790010500,Louisiana,10500,5853,3738,63.86
G2200930040400,Louisiana,40400,2262,1445,63.88
G2200330003501,Louisiana,3501,3132,2011,64.21
G2200830970500,Louisiana,970500,4947,3177,64.22
G2200170024106,Louisiana,24106,7529,4845,64.35
G2200470953101,Louisiana,953101,5862,3773,64.36
G2200410950300,Louisiana,950300,5425,3498,64.48
G2200170024104,Louisiana,24104,7166,4624,64.53
G2200710004000,Louisiana,4000,2009,1297,64.56
G2200710000618,Louisiana,618,4563,2966,65
G2200250000200,Louisiana,200,2283,1485,65.05
G2200350000200,Louisiana,200,3080,2005,65.1
G2200330003604,Louisiana,3604,6100,3983,65.3
G2200710003701,Louisiana,3701,1971,1288,65.35
G2200310950500,Louisiana,950500,2019,1325,65.63
G2200130970100,Louisiana,970100,3630,2386,65.73
G2200510024600,Louisiana,24600,1221,803,65.77
G2200330002400,Louisiana,2400,2092,1378,65.87
G2200170025300,Louisiana,25300,1569,1036,66.03
G2200390950600,Louisiana,950600,3478,2305,66.27
G2200710001751,Louisiana,1751,753,500,66.4
G2200830970100,Louisiana,970100,2953,1968,66.64
G2200710001900,Louisiana,1900,1368,914,66.81
G2200570020400,Louisiana,20400,2149,1439,66.96
G2200750050500,Louisiana,50500,1569,1056,67.3
G2201130950800,Louisiana,950800,5245,3538,67.45
G2200330003202,Louisiana,3202,3671,2482,67.61
G2200710000615,Louisiana,615,4903,3319,67.69
G2200150010400,Louisiana,10400,1391,942,67.72
G2200330003603,Louisiana,3603,2525,1710,67.72
G2200510027602,Louisiana,27602,3326,2253,67.74
G2200890062200,Louisiana,62200,2533,1718,67.82
G2200730011100,Louisiana,11100,2979,2022,67.88
G2200710006000,Louisiana,6000,2343,1592,67.95
G2200470953102,Louisiana,953102,1997,1378,69
G2200170024201,Louisiana,24201,4291,2976,69.35
G2200510027810,Louisiana,27810,4322,3013,69.71
G2200170024301,Louisiana,24301,6809,4755,69.83
G2201190031900,Louisiana,31900,2194,1533,69.87
G2200710010200,Louisiana,10200,1909,1335,69.93
G2200330002200,Louisiana,2200,1416,995,70.27
G2201170950800,Louisiana,950800,4390,3103,70.68
G2200710001747,Louisiana,1747,4307,3046,70.72
G2200050031000,Louisiana,31000,7264,5149,70.88
G2200190001600,Louisiana,1600,4417,3133,70.93
G2200950070500,Louisiana,70500,6148,4364,70.98
G2200930040600,Louisiana,40600,2596,1853,71.38
G2200510020600,Louisiana,20600,4751,3394,71.44
G2200710003303,Louisiana,3303,2470,1767,71.54
G2200270950400,Louisiana,950400,3383,2421,71.56
G2200790012100,Louisiana,12100,3015,2160,71.64
G2200870030204,Louisiana,30204,3946,2843,72.05
G2201050953300,Louisiana,953300,3708,2676,72.17
G2200610960800,Louisiana,960800,3695,2688,72.75
G2200790013900,Louisiana,13900,2887,2101,72.77
G2200710004401,Louisiana,4401,1139,830,72.87
G2200330005200,Louisiana,5200,1778,1300,73.12
G2200710002700,Louisiana,2700,1450,1061,73.17
G2200710003600,Louisiana,3600,1525,1121,73.51
G2200690000700,Louisiana,700,3846,2831,73.61
G2200950070200,Louisiana,70200,7753,5714,73.7
G2200710000604,Louisiana,604,4359,3213,73.71
G2200190000900,Louisiana,900,3903,2894,74.15
G2200330005300,Louisiana,5300,2988,2217,74.2
G2200710008500,Louisiana,8500,1347,1014,75.28
G2200770951900,Louisiana,951900,5494,4136,75.28
G2200710002504,Louisiana,2504,2797,2115,75.62
G2200730010603,Louisiana,10603,7690,5833,75.85
G2201050954300,Louisiana,954300,4117,3125,75.9
G2200710010300,Louisiana,10300,3400,2582,75.94
G2200710007101,Louisiana,7101,2533,1941,76.63
G2200150011300,Louisiana,11300,1754,1349,76.91
G2200710000605,Louisiana,605,2321,1785,76.91
G2200170021700,Louisiana,21700,1850,1429,77.24
G2200330004204,Louisiana,4204,4395,3397,77.29
G2200550001100,Louisiana,1100,6572,5085,77.37
G2200550000700,Louisiana,700,2927,2272,77.62
G2200330003201,Louisiana,3201,3963,3082,77.77
G2200290000200,Louisiana,200,5416,4222,77.95
G2201070000300,Louisiana,300,1974,1543,78.17
G2200710007000,Louisiana,7000,1907,1491,78.19
G2200710000702,Louisiana,702,1816,1422,78.3
G2200450031000,Louisiana,31000,3321,2603,78.38
G2200330004203,Louisiana,4203,3115,2455,78.81
G2200550001200,Louisiana,1200,8403,6648,79.11
G2200330000701,Louisiana,701,2328,1842,79.12
G2200330004205,Louisiana,4205,5456,4350,79.73
G2200710001402,Louisiana,1402,2006,1603,79.91
G2200510027811,Louisiana,27811,2956,2372,80.24
G2200710001702,Louisiana,1702,3270,2626,80.31
G2200510025700,Louisiana,25700,1008,812,80.56
G2200510027812,Louisiana,27812,3771,3038,80.56
G2200710014500,Louisiana,14500,2102,1695,80.64
G2200610960300,Louisiana,960300,5568,4497,80.77
G2200170021300,Louisiana,21300,2735,2211,80.84
G2200710000400,Louisiana,400,2034,1656,81.42
G2200710001302,Louisiana,1302,1137,926,81.44
G2200710001500,Louisiana,1500,850,693,81.53
G2200510026800,Louisiana,26800,2725,2222,81.54
G2200170023200,Louisiana,23200,1508,1230,81.56
G2200330001102,Louisiana,1102,3307,2705,81.8
G2200970961400,Louisiana,961400,4312,3528,81.82
G2200330001104,Louisiana,1104,4697,3848,81.92
G2200710002000,Louisiana,2000,1203,986,81.96
G2200710000901,Louisiana,901,946,776,82.03
G2200710013100,Louisiana,13100,1380,1137,82.39
G2200190001400,Louisiana,1400,5476,4515,82.45
G2200710007200,Louisiana,7200,2672,2218,83.01
G2200710014300,Louisiana,14300,2192,1826,83.3
G2200710003500,Louisiana,3500,1308,1091,83.41
G2200190001202,Louisiana,1202,3258,2718,83.43
G2200710007605,Louisiana,7605,1647,1376,83.55
G2200330003506,Louisiana,3506,7515,6283,83.61
G2201010041600,Louisiana,41600,2087,1747,83.71
G2200710002401,Louisiana,2401,2407,2017,83.8
G2200330003505,Louisiana,3505,4036,3390,83.99
G2200710000200,Louisiana,200,1513,1272,84.07
G2200710002900,Louisiana,2900,1224,1032,84.31
G2200550000200,Louisiana,200,2496,2106,84.38
G2200730010800,Louisiana,10800,1876,1586,84.54
G2200970961300,Louisiana,961300,4251,3596,84.59
G2200710000602,Louisiana,602,2530,2144,84.74
G2200310950600,Louisiana,950600,2885,2445,84.75
G2200710000800,Louisiana,800,1834,1556,84.84
G2200710003302,Louisiana,3302,3443,2922,84.87
G2200710007502,Louisiana,7502,3422,2918,85.27
G2200710000617,Louisiana,617,5030,4305,85.59
G2200170022400,Louisiana,22400,3212,2764,86.05
G2200710000611,Louisiana,611,5217,4489,86.05
G2201190031700,Louisiana,31700,3485,3003,86.17
G2200730001400,Louisiana,1400,2459,2120,86.21
G2200170023300,Louisiana,23300,2702,2331,86.27
G2200170022200,Louisiana,22200,5408,4674,86.43
G2200330003507,Louisiana,3507,4848,4202,86.67
G2200330004201,Louisiana,4201,6228,5405,86.79
G2200710000603,Louisiana,603,979,851,86.93
G2200950071100,Louisiana,71100,3101,2696,86.94
G2200510028100,Louisiana,28100,1860,1619,87.04
G2200710003100,Louisiana,3100,1307,1138,87.07
G2200710008600,Louisiana,8600,992,868,87.5
G2200190000600,Louisiana,600,7335,6448,87.91
G2200690000400,Louisiana,400,3730,3284,88.04
G2200750050100,Louisiana,50100,1564,1379,88.17
G2200710002501,Louisiana,2501,2203,1943,88.2
G2200170022500,Louisiana,22500,5329,4728,88.72
G2200170022300,Louisiana,22300,2452,2177,88.78
G2200710003304,Louisiana,3304,2459,2184,88.82
G2200710001730,Louisiana,1730,1007,896,88.98
G2200670950400,Louisiana,950400,3457,3082,89.15
G2200330001103,Louisiana,1103,3123,2788,89.27
G2200650960300,Louisiana,960300,2534,2264,89.34
G2200330003000,Louisiana,3000,4428,3964,89.52
G2200710000300,Louisiana,300,1228,1101,89.66
G2200930040500,Louisiana,40500,2243,2014,89.79
G2200710001725,Louisiana,1725,7096,6375,89.84
G2200710002402,Louisiana,2402,3156,2836,89.86
G2200950070800,Louisiana,70800,1860,1672,89.89
G2200710000613,Louisiana,613,5331,4806,90.15
G2200730001500,Louisiana,1500,1417,1278,90.19
G2200710003000,Louisiana,3000,1072,969,90.39
G2200790013000,Louisiana,13000,2403,2175,90.51
G2200710001748,Louisiana,1748,4731,4283,90.53
G2200190000300,Louisiana,300,2179,1974,90.59
G2200170023400,Louisiana,23400,6507,5903,90.72
G2200710013800,Louisiana,13800,2707,2463,90.99
G2200710007501,Louisiana,7501,2726,2481,91.01
G2200710014000,Louisiana,14000,2007,1829,91.13
G2200510020505,Louisiana,20505,1770,1614,91.19
G2200170024601,Louisiana,24601,4776,4371,91.52
G2200710002300,Louisiana,2300,2109,1931,91.56
G2200170021900,Louisiana,21900,1392,1275,91.59
G2200710000904,Louisiana,904,1014,929,91.62
G2200970961600,Louisiana,961600,4316,3955,91.64
G2200650960400,Louisiana,960400,1835,1682,91.66
G2200670950800,Louisiana,950800,3969,3638,91.66
G2200730011000,Louisiana,11000,5254,4827,91.87
G2200790012800,Louisiana,12800,910,836,91.87
G2200710002100,Louisiana,2100,1106,1018,92.04
G2200190001500,Louisiana,1500,1666,1536,92.2
G2200170023700,Louisiana,23700,6775,6256,92.34
G2200710001745,Louisiana,1745,3525,3259,92.45
G2200710001724,Louisiana,1724,4784,4424,92.47
G2200170025200,Louisiana,25200,897,830,92.53
G2200710002502,Louisiana,2502,2479,2295,92.58
G2200450030800,Louisiana,30800,2202,2041,92.69
G2200710000701,Louisiana,701,909,843,92.74
G2200190000200,Louisiana,200,1643,1524,92.76
G2200610960900,Louisiana,960900,2228,2068,92.82
G2200330000300,Louisiana,300,1687,1568,92.95
G2200710009200,Louisiana,9200,1454,1352,92.98
G2200170022000,Louisiana,22000,1828,1704,93.22
G2200710003308,Louisiana,3308,3390,3160,93.22
G2200170024602,Louisiana,24602,4930,4601,93.33
G2200710004800,Louisiana,4800,140,131,93.57
G2200710001737,Louisiana,1737,3411,3192,93.58
G2200170021800,Louisiana,21800,1524,1427,93.64
G2200190000400,Louisiana,400,1050,989,94.19
G2200710002800,Louisiana,2800,1782,1680,94.28
G2200330003103,Louisiana,3103,1332,1256,94.29
G2200710001723,Louisiana,1723,4562,4304,94.34
G2200710002200,Louisiana,2200,1519,1434,94.4
G2200550000800,Louisiana,800,3214,3035,94.43
G2200710001722,Louisiana,1722,4349,4107,94.44
G2200510026900,Louisiana,26900,3356,3171,94.49
G2200330003400,Louisiana,3400,6449,6095,94.51
G2200330000100,Louisiana,100,2020,1913,94.7
G2200330000200,Louisiana,200,6455,6136,95.06
G2200710001739,Louisiana,1739,2106,2003,95.11
G2200170020600,Louisiana,20600,790,752,95.19
G2200330000702,Louisiana,702,2870,2735,95.3
G2200730000700,Louisiana,700,2153,2053,95.36
G2200330000400,Louisiana,400,2917,2782,95.37
G2200710009400,Louisiana,9400,1574,1503,95.49
G2200330000601,Louisiana,601,2851,2733,95.86
G2200710001746,Louisiana,1746,4278,4101,95.86
G2200170022100,Louisiana,22100,5913,5679,96.04
G2200710000902,Louisiana,902,659,633,96.05
G2200170020500,Louisiana,20500,2870,2757,96.06
G2200710001735,Louisiana,1735,2265,2177,96.11
G2200710001720,Louisiana,1720,3183,3061,96.17
G2200510027701,Louisiana,27701,5496,5286,96.18
G2200330003504,Louisiana,3504,5984,5756,96.19
G2200710001401,Louisiana,1401,1406,1357,96.51
G2200730000600,Louisiana,600,3371,3257,96.62
G2200710001736,Louisiana,1736,2181,2111,96.79
G2200710013700,Louisiana,13700,2713,2626,96.79
G2200730010900,Louisiana,10900,4927,4772,96.85
G2200710006900,Louisiana,6900,874,847,96.91
G2200790012000,Louisiana,12000,1810,1755,96.96
G2200710001701,Louisiana,1701,2243,2175,96.97
G2200170023600,Louisiana,23600,3209,3118,97.16
G2200330000900,Louisiana,900,4153,4040,97.28
G2200710000601,Louisiana,601,1037,1009,97.3
G2200730010700,Louisiana,10700,2809,2743,97.65
G2200710001743,Louisiana,1743,2304,2255,97.87
G2200790012700,Louisiana,12700,2905,2848,98.04
G2200790012900,Louisiana,12900,2898,2848,98.27
G2200710000903,Louisiana,903,660,649,98.33
G2200730000900,Louisiana,900,1605,1579,98.38
G2200330001000,Louisiana,1000,3963,3903,98.49
G2200710003307,Louisiana,3307,1553,1532,98.65
